"instant","dteday","season","yr","mnth","holiday","weekday","temp","atemp","hum","windspeed","casual","registered","cnt","workday","weather","days_since_2011","cnt_2d_bfr"
606,"2012-08-28","SUMMER","2012","AUG","N","TUE",26.231651,38.6457,62,12.791975,935,6105,7040,"Y","GOOD",605,5255
607,"2012-08-29","SUMMER","2012","AUG","N","WED",24.195,37.614922,55.2083,7.541654,1177,6520,7697,"Y","GOOD",606,6917
608,"2012-08-30","SUMMER","2012","AUG","N","THU",25.213349,38.194486,59.0417,5.1668189,1172,6541,7713,"Y","GOOD",607,7040
609,"2012-08-31","SUMMER","2012","AUG","N","FRI",27.915849,39.4396,58.75,11.291711,1433,5917,7350,"Y","GOOD",608,7697
610,"2012-09-01","SUMMER","2012","SEP","N","SAT",27.406651,39.890236,63.8333,7.583529,2352,3788,6140,"N","MISTY",609,7713
611,"2012-09-02","SUMMER","2012","SEP","N","SUN",24.743349,38.066,81.5,4.2927436,2613,3197,5810,"N","MISTY",610,7350
612,"2012-09-03","SUMMER","2012","SEP","Y","MON",25.2525,38.495386,79.0833,10.125107,1965,4069,6034,"N","GOOD",611,6140
613,"2012-09-04","SUMMER","2012","SEP","N","TUE",26.114151,39.354192,75.5,15.833507,867,5997,6864,"Y","GOOD",612,5810
614,"2012-09-05","SUMMER","2012","SEP","N","WED",26.623349,40.105422,74.125,12.583136,832,6280,7112,"Y","GOOD",613,6034
615,"2012-09-06","SUMMER","2012","SEP","N","THU",24.743349,38.281186,81.0417,9.542207,611,5592,6203,"Y","MISTY",614,6864
616,"2012-09-07","SUMMER","2012","SEP","N","FRI",25.056651,38.344936,73.625,11.500282,1045,6459,7504,"Y","GOOD",615,7112
617,"2012-09-08","SUMMER","2012","SEP","N","SAT",22.980849,36.778114,79.9167,18.833968,1557,4419,5976,"N","MISTY",616,6203
618,"2012-09-09","SUMMER","2012","SEP","N","SUN",20.67,35.68345,54.75,15.041232,2570,5657,8227,"N","GOOD",617,7504
619,"2012-09-10","SUMMER","2012","SEP","N","MON",19.416651,35.232236,50.375,17.333771,1118,6407,7525,"Y","GOOD",618,5976
620,"2012-09-11","SUMMER","2012","SEP","N","TUE",19.1425,34.845928,52,6.1676314,1070,6697,7767,"Y","GOOD",619,8227
621,"2012-09-12","SUMMER","2012","SEP","N","WED",20.160849,35.38255,57.7083,8.833682,1050,6820,7870,"Y","GOOD",620,7525
622,"2012-09-13","SUMMER","2012","SEP","N","THU",20.7875,35.704972,63.7083,5.5422936,1054,6750,7804,"Y","GOOD",621,7767
623,"2012-09-14","SUMMER","2012","SEP","N","FRI",21.766651,36.198822,67.25,6.958821,1379,6630,8009,"Y","GOOD",622,7870
624,"2012-09-15","SUMMER","2012","SEP","N","SAT",20.591651,35.919478,50.1667,16.583907,3160,5554,8714,"N","GOOD",623,7804
625,"2012-09-16","SUMMER","2012","SEP","N","SUN",19.26,35.14625,57,6.0422811,2166,5167,7333,"N","GOOD",624,8009
626,"2012-09-17","SUMMER","2012","SEP","N","MON",19.299151,34.8037,73.4583,10.166714,1022,5847,6869,"Y","MISTY",625,8714
627,"2012-09-18","SUMMER","2012","SEP","N","TUE",21.296651,35.212278,87.25,23.958329,371,3702,4073,"Y","MISTY",626,7333
628,"2012-09-19","SUMMER","2012","SEP","N","WED",17.9675,34.373736,53.6667,14.416725,788,6803,7591,"Y","GOOD",627,6869
629,"2012-09-20","SUMMER","2012","SEP","N","THU",17.693349,34.094528,61.8333,7.917189,939,6781,7720,"Y","GOOD",628,4073
630,"2012-09-21","SUMMER","2012","SEP","N","FRI",20.160849,35.447014,66.875,10.333343,1250,6917,8167,"Y","GOOD",629,7591
631,"2012-09-22","SUMMER","2012","SEP","N","SAT",22.55,36.756592,64.6667,19.000061,2512,5883,8395,"N","GOOD",630,7720
632,"2012-09-23","FALL","2012","SEP","N","SUN",16.870849,33.643722,46.7083,14.958286,2454,5453,7907,"N","GOOD",631,8167
633,"2012-09-24","FALL","2012","SEP","N","MON",16.165849,33.085442,49.2917,9.541068,1001,6435,7436,"Y","GOOD",632,8395
634,"2012-09-25","FALL","2012","SEP","N","TUE",17.85,34.502086,57,15.833507,845,6693,7538,"Y","GOOD",633,7907
635,"2012-09-26","FALL","2012","SEP","N","WED",21.845,36.284842,63.0833,16.3748,787,6946,7733,"Y","GOOD",634,7436
636,"2012-09-27","FALL","2012","SEP","N","THU",22.55,36.67115,69.0833,9.000914,751,6642,7393,"Y","MISTY",635,7538
637,"2012-09-28","FALL","2012","SEP","N","FRI",21.100849,35.919342,69,10.999993,1045,6370,7415,"Y","MISTY",636,7733
638,"2012-09-29","FALL","2012","SEP","N","SAT",17.4975,34.030064,54.2917,15.249468,2589,5966,8555,"N","GOOD",637,7393
639,"2012-09-30","FALL","2012","SEP","N","SUN",16.753349,33.600542,58.3333,9.042186,2015,4874,6889,"N","GOOD",638,7415
640,"2012-10-01","FALL","2012","OCT","N","MON",16.479151,33.408,64.9167,6.0838814,763,6015,6778,"Y","MISTY",639,8555
641,"2012-10-02","FALL","2012","OCT","N","TUE",19.769151,34.439322,87.1667,6.999825,315,4324,4639,"Y","BAD",640,6889
642,"2012-10-03","FALL","2012","OCT","N","WED",22.9025,36.370522,79.375,4.4585686,728,6844,7572,"Y","MISTY",641,6778
643,"2012-10-04","FALL","2012","OCT","N","THU",22.9025,36.67115,72.2917,7.875582,891,6437,7328,"Y","MISTY",642,4639
644,"2012-10-05","FALL","2012","OCT","N","FRI",20.905,35.726358,62.75,7.12545,1516,6640,8156,"Y","GOOD",643,7572
645,"2012-10-06","FALL","2012","OCT","N","SAT",18.045849,34.309714,66.4167,17.957675,3031,4934,7965,"N","GOOD",644,7328
646,"2012-10-07","FALL","2012","OCT","N","SUN",11.544151,30.273642,70.8333,9.457854,781,2729,3510,"N","MISTY",645,8156
647,"2012-10-08","FALL","2012","OCT","Y","MON",10.016651,29.178672,70.9583,12.708493,874,4604,5478,"N","MISTY",646,7965
648,"2012-10-09","FALL","2012","OCT","N","TUE",12.993349,30.895808,76.1667,12.7501,601,5791,6392,"Y","MISTY",647,3510
649,"2012-10-10","FALL","2012","OCT","N","WED",16.165849,33.106828,63.0833,12.584007,780,6911,7691,"Y","GOOD",648,5478
650,"2012-10-11","FALL","2012","OCT","N","THU",12.445,30.659678,46.3333,12.166932,834,6736,7570,"Y","GOOD",649,6392
651,"2012-10-12","FALL","2012","OCT","N","FRI",12.5625,30.724414,53.9167,15.751164,1060,6222,7282,"Y","GOOD",650,7691
652,"2012-10-13","FALL","2012","OCT","N","SAT",10.486651,29.307464,49.4583,9.791514,2252,4857,7109,"N","GOOD",651,7570
653,"2012-10-14","FALL","2012","OCT","N","SUN",16.518349,33.278936,64.0417,18.667004,2080,4559,6639,"N","GOOD",652,7282
654,"2012-10-15","FALL","2012","OCT","N","MON",18.398349,34.3311,70.75,19.834479,760,5115,5875,"Y","MISTY",653,7109
655,"2012-10-16","FALL","2012","OCT","N","TUE",14.011651,31.668764,55.8333,12.208807,922,6612,7534,"Y","GOOD",654,6639
656,"2012-10-17","FALL","2012","OCT","N","WED",13.424151,31.303672,69.2917,6.791857,979,6482,7461,"Y","GOOD",655,5875
657,"2012-10-18","FALL","2012","OCT","N","THU",16.5575,33.42925,72.8333,15.874779,1008,6501,7509,"Y","MISTY",656,7534
658,"2012-10-19","FALL","2012","OCT","N","FRI",18.476651,34.288464,81.5,9.041918,753,4671,5424,"Y","MISTY",657,7461
659,"2012-10-20","FALL","2012","OCT","N","SAT",14.755849,32.076628,57.2917,7.874979,2806,5284,8090,"N","GOOD",658,7509
660,"2012-10-21","FALL","2012","OCT","N","SUN",13.815849,31.518586,51,11.125618,2132,4692,6824,"N","GOOD",659,5424
661,"2012-10-22","FALL","2012","OCT","N","MON",14.9125,32.420028,56.8333,5.4593811,830,6228,7058,"Y","GOOD",660,8090
662,"2012-10-23","FALL","2012","OCT","N","TUE",17.575849,34.030336,64.1667,6.3345686,841,6625,7466,"Y","GOOD",661,6824
663,"2012-10-24","FALL","2012","OCT","N","WED",19.6125,34.996514,63.625,4.8762064,795,6898,7693,"Y","GOOD",662,7058
664,"2012-10-25","FALL","2012","OCT","N","THU",17.85,34.009392,80.0417,8.333125,875,6484,7359,"Y","MISTY",663,7466
665,"2012-10-26","FALL","2012","OCT","N","FRI",17.654151,33.7735,80.7083,8.875289,1182,6262,7444,"Y","MISTY",664,7693
666,"2012-10-27","FALL","2012","OCT","N","SAT",16.91,33.514522,72,15.791364,2643,5209,7852,"N","MISTY",665,7359
667,"2012-10-28","FALL","2012","OCT","N","SUN",14.4425,31.904214,69.4583,26.666536,998,3461,4459,"N","MISTY",666,7444
668,"2012-10-29","FALL","2012","OCT","N","MON",12.68,30.9396,88,23.9994,2,20,22,"Y","BAD",667,7852
669,"2012-10-30","FALL","2012","OCT","N","TUE",6.954554,26.536906,82.5455,14.271603,87,1009,1096,"Y","MISTY",668,4459
670,"2012-10-31","FALL","2012","OCT","N","WED",8.8025,28.2774,66.6667,11.166689,419,5147,5566,"Y","MISTY",669,22
671,"2012-11-01","FALL","2012","NOV","N","THU",9.194151,28.578028,58.1667,10.542182,466,5520,5986,"Y","MISTY",670,1096
672,"2012-11-02","FALL","2012","NOV","N","FRI",8.685,28.105428,52.2083,17.833725,618,5229,5847,"Y","GOOD",671,5566
673,"2012-11-03","FALL","2012","NOV","N","SAT",8.136651,27.010764,49.125,18.125443,1029,4109,5138,"N","MISTY",672,5986
674,"2012-11-04","FALL","2012","NOV","N","SUN",7.314151,27.204292,53.2917,12.000236,1201,3906,5107,"N","GOOD",673,5847
675,"2012-11-05","FALL","2012","NOV","N","MON",7.000849,26.47455,49.4167,15.833775,378,4881,5259,"Y","GOOD",674,5138
676,"2012-11-06","FALL","2012","NOV","N","TUE",5.199151,25.573278,56.7083,11.625371,466,5220,5686,"Y","GOOD",675,5107
677,"2012-11-07","FALL","2012","NOV","N","WED",5.904151,25.337114,54.75,20.375236,326,4709,5035,"Y","MISTY",676,5259
678,"2012-11-08","FALL","2012","NOV","N","THU",8.552178,27.624294,33.3478,23.304945,340,4975,5315,"Y","GOOD",677,5686
679,"2012-11-09","FALL","2012","NOV","N","FRI",8.998349,28.084042,54.0833,14.375386,709,5283,5992,"Y","GOOD",678,5035
680,"2012-11-10","FALL","2012","NOV","N","SAT",10.290849,29.393858,64.5417,3.8756686,2090,4446,6536,"N","GOOD",679,5315
681,"2012-11-11","FALL","2012","NOV","N","SUN",11.779151,30.338242,65.9167,8.5425,2290,4562,6852,"N","GOOD",680,5992
682,"2012-11-12","FALL","2012","NOV","Y","MON",14.795,32.163022,74.1667,11.625639,1097,5172,6269,"N","GOOD",681,6536
683,"2012-11-13","FALL","2012","NOV","N","TUE",8.136651,26.98965,66.2917,22.917082,327,3767,4094,"Y","MISTY",682,6852
684,"2012-11-14","FALL","2012","NOV","N","WED",5.590849,25.573142,55.2083,13.374875,373,5122,5495,"Y","GOOD",683,6269
685,"2012-11-15","FALL","2012","NOV","N","THU",7.118349,27.032728,62.0417,10.250129,320,5125,5445,"Y","MISTY",684,4094
686,"2012-11-16","FALL","2012","NOV","N","FRI",8.215,27.804936,52.4583,11.458675,484,5214,5698,"Y","GOOD",685,5495
687,"2012-11-17","FALL","2012","NOV","N","SAT",7.275,27.097022,54.5417,12.041843,1313,4316,5629,"N","GOOD",686,5445
688,"2012-11-18","FALL","2012","NOV","N","SUN",8.0975,27.483364,69.2917,15.250004,922,3747,4669,"N","GOOD",687,5698
689,"2012-11-19","FALL","2012","NOV","N","MON",9.899151,28.771114,62.3333,15.749489,449,5050,5499,"Y","MISTY",688,5629
690,"2012-11-20","FALL","2012","NOV","N","TUE",9.585849,28.942678,68.5,5.542575,534,5100,5634,"Y","MISTY",689,4669
691,"2012-11-21","FALL","2012","NOV","N","WED",8.606651,28.406328,61.375,6.917482,615,4531,5146,"Y","GOOD",690,5499
692,"2012-11-22","FALL","2012","NOV","Y","THU",7.98,27.912614,58.0417,3.5423436,955,1470,2425,"N","GOOD",691,5634
693,"2012-11-23","FALL","2012","NOV","N","FRI",9.311651,28.878486,56.875,9.917407,1603,2307,3910,"Y","GOOD",692,5146
694,"2012-11-24","FALL","2012","NOV","N","SAT",5.081651,24.457228,40.4583,25.250357,532,1745,2277,"N","GOOD",693,2425
695,"2012-11-25","FALL","2012","NOV","N","SUN",3.554151,24.757822,46.8333,10.0835,309,2115,2424,"N","GOOD",694,3910
696,"2012-11-26","FALL","2012","NOV","N","MON",6.726651,27.526136,53.5417,3.12555,337,4750,5087,"Y","GOOD",695,2277
697,"2012-11-27","FALL","2012","NOV","N","TUE",5.708349,25.572972,78.6667,15.916654,123,3836,3959,"Y","MISTY",696,2424
698,"2012-11-28","FALL","2012","NOV","N","WED",5.943349,25.851908,50.625,14.125007,198,5062,5260,"Y","GOOD",697,5087
699,"2012-11-29","FALL","2012","NOV","N","THU",5.20089,26.146348,55.5652,7.739974,243,5080,5323,"Y","GOOD",698,3959
700,"2012-11-30","FALL","2012","NOV","N","FRI",6.021651,27.011478,64.9583,3.9175436,362,5306,5668,"Y","GOOD",699,5260
701,"2012-12-01","FALL","2012","DEC","N","SAT",6.021651,26.774736,80.6667,4.0001814,951,4240,5191,"N","MISTY",700,5323
702,"2012-12-02","FALL","2012","DEC","N","SUN",8.3325,28.213072,82.3333,8.333393,892,3757,4649,"N","MISTY",701,5668
703,"2012-12-03","FALL","2012","DEC","N","MON",13.2675,31.497064,76.75,5.5422936,555,5679,6234,"Y","GOOD",702,5191
704,"2012-12-04","FALL","2012","DEC","N","TUE",14.364151,31.947836,73.375,11.666643,551,6055,6606,"Y","GOOD",703,4649
705,"2012-12-05","FALL","2012","DEC","N","WED",12.601651,30.552408,48.5,21.709407,331,5398,5729,"Y","GOOD",704,6234
706,"2012-12-06","FALL","2012","DEC","N","THU",4.024151,24.778936,50.875,11.708518,340,5035,5375,"Y","GOOD",705,6606
707,"2012-12-07","FALL","2012","DEC","N","FRI",7.079151,26.946572,76.4167,8.7502,349,4659,5008,"Y","MISTY",706,5729
708,"2012-12-08","FALL","2012","DEC","N","SAT",9.938349,29.243272,91.125,6.792393,1153,4429,5582,"N","MISTY",707,5375
709,"2012-12-09","FALL","2012","DEC","N","SUN",10.055849,29.264964,90.5417,10.584325,441,2787,3228,"N","MISTY",708,5008
710,"2012-12-10","FALL","2012","DEC","N","MON",12.484151,30.80955,92.5,12.750636,329,4841,5170,"Y","MISTY",709,5582
711,"2012-12-11","FALL","2012","DEC","N","TUE",8.606651,27.504342,59.6667,19.834479,282,5219,5501,"Y","MISTY",710,3228
712,"2012-12-12","FALL","2012","DEC","N","WED",5.9825,26.109492,53.8333,10.916779,310,5009,5319,"Y","MISTY",711,5170
713,"2012-12-13","FALL","2012","DEC","N","THU",5.904151,26.002392,48.5833,11.666643,425,5107,5532,"Y","GOOD",712,5501
714,"2012-12-14","FALL","2012","DEC","N","FRI",5.238349,26.002528,64.2917,8.792343,429,5182,5611,"Y","GOOD",713,5319
715,"2012-12-15","FALL","2012","DEC","N","SAT",7.235849,27.505022,65.0417,7.12545,767,4280,5047,"N","GOOD",714,5532
716,"2012-12-16","FALL","2012","DEC","N","SUN",9.0375,28.577892,83.875,6.749714,538,3248,3786,"N","MISTY",715,5611
717,"2012-12-17","FALL","2012","DEC","N","MON",10.486651,29.651,90.7083,6.5833061,212,4373,4585,"Y","MISTY",716,5047
718,"2012-12-18","FALL","2012","DEC","N","TUE",11.309151,29.930072,66.625,14.834068,433,5124,5557,"Y","GOOD",717,3786
719,"2012-12-19","FALL","2012","DEC","N","WED",7.6275,27.633508,62.5417,12.334164,333,4934,5267,"Y","GOOD",718,4585
720,"2012-12-20","FALL","2012","DEC","N","THU",7.51,27.397378,66.7917,8.875021,314,3814,4128,"Y","MISTY",719,5557
721,"2012-12-21","WINTER","2012","DEC","N","FRI",7.353349,26.260078,55.6667,25.083661,221,3402,3623,"Y","MISTY",720,5267
722,"2012-12-22","WINTER","2012","DEC","N","SAT",4.494151,24.027842,44.125,27.292182,205,1544,1749,"N","GOOD",721,4128
723,"2012-12-23","WINTER","2012","DEC","N","SUN",3.554151,24.822014,51.5417,8.916561,408,1379,1787,"N","GOOD",722,3623
724,"2012-12-24","WINTER","2012","DEC","N","MON",2.871288,24.8026,79.1304,5.1744368,174,746,920,"Y","MISTY",723,1749
725,"2012-12-25","WINTER","2012","DEC","Y","TUE",5.691288,26.01181,73.4783,11.304642,440,573,1013,"N","MISTY",724,1787
726,"2012-12-26","WINTER","2012","DEC","N","WED",3.436651,23.491322,82.3333,21.208582,9,432,441,"Y","BAD",725,920
727,"2012-12-27","WINTER","2012","DEC","N","THU",3.945849,23.705828,65.2917,23.458911,247,1867,2114,"Y","MISTY",726,1013
728,"2012-12-28","WINTER","2012","DEC","N","FRI",3.906651,24.671564,59,10.416557,644,2451,3095,"Y","MISTY",727,441
729,"2012-12-29","WINTER","2012","DEC","N","SAT",3.906651,24.2416,75.2917,8.333661,159,1182,1341,"N","MISTY",728,2114
730,"2012-12-30","WINTER","2012","DEC","N","SUN",4.024151,23.8778,48.3333,23.500518,364,1432,1796,"N","GOOD",729,3095
731,"2012-12-31","WINTER","2012","DEC","N","MON",2.144151,23.598558,57.75,10.374682,439,2290,2729,"Y","MISTY",730,1341
